Id,SalePrice
1461,127680.044598441
1462,168431.0649574337
1463,192572.6655567169
1464,195117.8677889842
1465,199743.25238435893
1466,174191.15339840006
1467,171478.37503807436
1468,165231.5445812043
1469,176653.53782761592
1470,129275.62019909297
1471,196275.00941831965
1472,94926.24404048943
1473,99796.51794670682
1474,148094.0285723157
1475,111370.22017490995
1476,368999.5758670594
1477,263359.1017749777
1478,298371.95643673785
1479,288843.0490617921
1480,514639.18991072476
1481,313666.3369905906
1482,203488.1074310874
1483,183088.34377367192
1484,163974.68474598715
1485,183440.11029612413
1486,198959.05044238834
1487,362082.5165897356
1488,226673.41565194793
1489,218426.3699448265
1490,227981.66455033873
1491,187401.92994735716
1492,96471.57244554504
1493,182223.59009654433
1494,286014.4332085685
1495,289044.50192779454
1496,239348.98970453136
1497,184703.83852031507
1498,164410.04428731557
1499,161798.92888660557
1500,153687.50901304447
1501,172202.92393869226
1502,153581.34553054956
1503,313557.9293856958
1504,243012.97177791517
1505,225730.96085257232
1506,185829.32782520744
1507,247376.44508159749
1508,198269.6380054649
1509,168634.23317716765
1510,148753.15653162493
1511,151441.37864437065
1512,167391.81384903734
1513,146898.60445499446
1514,163998.80227337554
1515,185245.33946998056
1516,137229.68354206788
1517,162950.07808380423
1518,125248.10125851641
1519,212229.8109377227
1520,136144.4695513524
1521,139348.95731064232
1522,181793.23035803004
1523,110586.40102310042
1524,122200.93527912295
1525,124246.28073540154
1526,113192.02006255498
1527,110172.8321693519
1528,129131.40319171276
1529,149908.91517837532
1530,160719.88625008974
1531,112468.80796604723
1532,95962.01843704982
1533,142715.9162723764
1534,125442.35760110679
1535,150978.85714473095
1536,109681.71157739709
1537,64414.52716816165
1538,145440.77732844622
1539,183690.78311696876
1540,90913.67964842818
1541,141071.772636456
1542,140163.12074322376
1543,203035.1351251089
1544,75970.54048456425
1545,101803.79098659311
1546,125433.16031088257
1547,127260.63837946887
1548,136739.1562523839
1549,107182.55786868262
1550,129559.6307833826
1551,106120.31672025606
1552,140465.76108625706
1553,151259.57280855076
1554,116724.46219199632
1555,160987.19006970763
1556,93893.73789445365
1557,109100.35788768978
1558,91899.63709505401
1559,77067.59929611438
1560,125896.10681327857
1561,126410.39244671741
1562,131919.81393790783
1563,118545.8796381311
1564,157079.63203788942
1565,151396.36327990354
1566,243608.73820604398
1567,73153.57308192336
1568,239230.96895615789
1569,139933.07642533485
1570,145606.682109885
1571,118952.85657612528
1572,150125.822675548
1573,237218.39360156716
1574,115466.66297327436
1575,193562.70565251957
1576,235693.9611965962
1577,202134.07322977582
1578,139049.34539286493
1579,147332.90972268174
1580,193792.91879738893
1581,158100.3398978785
1582,128862.23132088786
1583,309498.5157207492
1584,231779.32228717397
1585,139913.65801792097
1586,72521.75437104596
1587,103896.2914918269
1588,158302.5819484975
1589,99390.22972549932
1590,134671.42113175316
1591,93529.83820465185
1592,119161.75454969115
1593,122368.01243514018
1594,146111.10750580585
1595,107886.86798110076
1596,229410.0199006491
1597,197130.12087861114
1598,202316.86474053244
1599,168214.95182625615
1600,167890.9576004498
1601,60573.0175263078
1602,121393.96589830806
1603,76114.37772316825
1604,261764.0724128318
1605,234182.38437198402
1606,166165.8572014262
1607,166124.94045895938
1608,222909.47695612855
1609,202700.78111259345
1610,161141.42917429935
1611,142529.4354629006
1612,165735.41309568792
1613,170556.12305732997
1614,124913.90416218505
1615,76718.66985425809
1616,66905.84916100912
1617,89157.2309634117
1618,123500.56036002793
1619,144560.91698365484
1620,151400.95208459772
1621,142480.45401493768
1622,142698.76798889096
1623,252125.6689704073
1624,222959.70871952843
1625,115586.16599409343
1626,162597.9447899471
1627,199027.30008067933
1628,262070.4509204917
1629,183261.76298034203
1630,368662.3163959618
1631,201069.86183420927
1632,244008.19718314975
1633,174733.98090644352
1634,187723.5351246895
1635,179005.4702936018
1636,158135.89908047844
1637,201056.2996287929
1638,186430.8032586566
1639,199030.55467037988
1640,261443.78509575574
1641,184377.24427454663
1642,224959.78464591273
1643,226528.5799099575
1644,234192.50816770233
1645,187176.9560230951
1646,164658.79017537812
1647,151626.9292588047
1648,132805.1837654543
1649,138679.2278411311
1650,119682.84305155971
1651,121856.15825545079
1652,94129.20146990847
1653,96717.7168579533
1654,146848.95793089474
1655,138314.99353642925
1656,143511.32318976015
1657,148054.1821012547
1658,145138.10305276274
1659,121857.3717058531
1660,157377.19854966344
1661,443954.82956682116
1662,416264.37716561207
1663,400049.533396879
1664,446090.9370265515
1665,341261.6150614893
1666,325817.9771017522
1667,379469.5693564749
1668,371860.2869414547
1669,288697.62776567857
1670,369518.21596640866
1671,275851.46947430546
1672,475106.3457412038
1673,302848.0077515394
1674,248328.64052995713
1675,183380.87804344634
1676,187191.07123833286
1677,223373.34085970023
1678,456538.2292944713
1679,394542.2993592956
1680,373418.55812020594
1681,273088.1597021144
1682,306724.3146785196
1683,177505.14173658544
1684,170566.33549508255
1685,172479.67015079563
1686,167915.90768075304
1687,163766.37139027158
1688,190728.48200865657
1689,197326.06014549945
1690,192907.8991388005
1691,183151.0186500514
1692,253864.37487706932
1693,172192.9029788828
1694,182827.34116751442
1695,163934.76291484848
1696,263142.70859808207
1697,169736.32653447863
1698,367930.14030766767
1699,315028.05133035814
1700,253375.026447017
1701,285208.91241667006
1702,275809.49511180195
1703,265158.28949726553
1704,280368.47349327366
1705,221206.64919194506
1706,385740.24892545835
1707,219742.91188529125
1708,220993.55500014842
1709,293233.7769611989
1710,224581.9311542662
1711,259988.1583980315
1712,266768.12619024934
1713,275878.7404762838
1714,217706.52926965716
1715,209905.25027041617
1716,184835.37821036862
1717,164476.70986349465
1718,129449.66151856176
1719,198463.62059078328
1720,226181.02694611528
1721,165435.89780927758
1722,125250.69590281638
1723,156700.59223725673
1724,217780.8650526241
1725,236659.6951540816
1726,190732.3898503181
1727,170889.64279385013
1728,177418.8241570039
1729,163449.00322782825
1730,165756.03627709264
1731,121551.67381567904
1732,126178.63934771778
1733,122758.14414950531
1734,125074.57404909219
1735,131010.50232892575
1736,118702.90249933786
1737,310872.7540685928
1738,227813.85362739148
1739,270971.0865330613
1740,235278.0021980827
1741,212123.18684310545
1742,164830.41130591847
1743,173058.80645095397
1744,339734.9142766042
1745,229780.24383107552
1746,161556.3424322597
1747,219627.87075959754
1748,240599.86191006805
1749,151031.8060309492
1750,136173.88338505308
1751,232369.13139915792
1752,121383.21127006723
1753,141847.8822687308
1754,190055.8398714711
1755,170533.6495574642
1756,132564.08938211182
1757,119642.17540201325
1758,149264.95575559998
1759,156010.97254762272
1760,167236.5598085437
1761,139592.18152340778
1762,185801.95065305868
1763,170997.8330745615
1764,118803.61290294744
1765,148252.2126402438
1766,181275.33439860988
1767,210231.58920775875
1768,145682.71199455933
1769,163727.55985471373
1770,141276.00100682082
1771,136587.31262257998
1772,125824.22883140248
1773,142661.04055794413
1774,124054.05960228376
1775,136738.3534166985
1776,131137.16949077632
1777,119068.83632916106
1778,139790.58640006225
1779,125069.30409700182
1780,169594.8473680304
1781,127466.35044689446
1782,89434.87850408177
1783,140739.62453881264
1784,110538.78212285737
1785,117505.77305162
1786,142618.80827955416
1787,147602.7274262156
1788,51856.94557336079
1789,100504.16559692236
1790,77774.87424027396
1791,178499.65330029736
1792,161881.03957987166
1793,127657.17193779805
1794,144166.5434912568
1795,136390.3870120725
1796,128673.81786235109
1797,113292.74585644703
1798,126374.07935815172
1799,115814.22098928106
1800,131824.1686331692
1801,125821.28179829069
1802,136696.68773436613
1803,146332.4388702544
1804,148551.0148104918
1805,136945.77530136833
1806,120449.37398085577
1807,131162.66604191915
1808,122478.255265636
1809,120076.73233230511
1810,162499.00336094244
1811,94749.84010130541
1812,98077.78582015082
1813,133170.41258830295
1814,97831.42484135699
1815,48938.085293889766
1816,99609.51558714468
1817,113032.4566931459
1818,136678.54162812224
1819,125479.06948793527
1820,50466.79390878465
1821,109138.53398866823
1822,147305.3585764957
1823,43667.34369336855
1824,142406.47508162816
1825,131874.23870456973
1826,105544.67129423957
1827,105730.97315671878
1828,138957.83453560897
1829,125731.77689385938
1830,151675.58502758452
1831,151373.82352729194
1832,77512.6307377544
1833,134848.8431903582
1834,120271.83108010107
1835,116793.73543398702
1836,131755.4357228757
1837,90881.18577781526
1838,125484.73556965764
1839,98716.35418200525
1840,175376.9499053838
1841,138267.31766047137
1842,85995.725568262
1843,139937.94850086837
1844,137395.00646034116
1845,142797.90679096463
1846,155092.14860102622
1847,177841.1255444704
1848,52484.44493846833
1849,114345.8266102399
1850,121228.43013403434
1851,154120.97783780642
1852,125517.25036933222
1853,129289.60836715347
1854,173139.09585012
1855,141486.8593961563
1856,226597.6159002002
1857,162355.64954556362
1858,140644.70170473258
1859,121853.61043707012
1860,156364.8784283573
1861,122902.80794509873
1862,296442.36347288237
1863,284768.67051219
1864,287391.7730330308
1865,346637.4645322693
1866,351162.18499864225
1867,239668.5581293405
1868,293931.07659873174
1869,201113.49448960187
1870,230012.55867599204
1871,248083.97808797963
1872,169986.5983484008
1873,247072.87923972603
1874,156479.14765617484
1875,204933.8220175167
1876,199714.09262275728
1877,211392.85873107795
1878,213071.82010297917
1879,130650.8965590737
1880,137986.15154806105
1881,246201.01427452872
1882,248199.57020442546
1883,187718.9663279688
1884,209429.16654441593
1885,235789.78158798043
1886,293039.98744630686
1887,203961.0538849912
1888,265367.4894190235
1889,162719.33635413676
1890,132411.91198361354
1891,131707.62711742215
1892,97047.92500186776
1893,138648.3596016264
1894,121619.84781797722
1895,137441.85169959973
1896,124565.59115513533
1897,114750.5766806094
1898,107133.61206946117
1899,152802.74417738518
1900,138259.54116483172
1901,176333.19146937528
1902,144334.02705882033
1903,204407.3724584231
1904,145951.88366423416
1905,202028.59421103992
1906,165151.73582115924
1907,209066.30175272518
1908,107343.78297733895
1909,135454.57788740998
1910,114514.89362233625
1911,211623.75338528762
1912,300848.60779686377
1913,138931.64080593042
1914,60222.57149505335
1915,341898.0518883791
1916,65843.3588121118
1917,246992.48008511603
1918,140026.53169772046
1919,163810.2407473815
1920,139801.61389289066
1921,447117.01486034744
1922,326487.31805030955
1923,225861.7596103082
1924,244883.95949917048
1925,196436.59328697782
1926,431584.50647682423
1927,137093.71306175736
1928,158715.8140957806
1929,127911.17306498943
1930,141426.0145678325
1931,149676.09152914476
1932,142209.8827373634
1933,193554.6442836836
1934,182513.44852283935
1935,174174.49199611167
1936,195445.06450530764
1937,178942.80675725878
1938,187637.03018571998
1939,243507.28571371277
1940,194423.61121956588
1941,178650.7633645113
1942,185191.8032501406
1943,203500.8389680242
1944,364287.70828236965
1945,404730.1626607935
1946,147045.41194109808
1947,301808.6151646455
1948,170902.8350378829
1949,245070.39525896873
1950,175794.57091537613
1951,232629.23743739014
1952,190697.83398811097
1953,172530.49165031937
1954,185342.70122289623
1955,138454.35266598678
1956,295640.5757216049
1957,156199.1234315334
1958,314054.69453283475
1959,137809.83456251895
1960,120638.6485777295
1961,122608.85305024724
1962,95381.21753075467
1963,102108.2358891219
1964,107718.24954016146
1965,142259.51223663264
1966,132836.59262573652
1967,306696.9842559638
1968,443554.65836693824
1969,387770.00808012526
1970,431907.06623480585
1971,468250.9694205539
1972,372463.38127630285
1973,251225.0590166826
1974,327073.3527048065
1975,461434.55474764993
1976,278216.47985905927
1977,358040.31608681683
1978,336572.91836372745
1979,345967.0926046963
1980,198550.50593419562
1981,352678.27803310077
1982,214555.1827287371
1983,207180.614506191
1984,166574.0373766101
1985,203475.31708957738
1986,212343.46475813224
1987,161571.88133514835
1988,175837.30974304775
1989,192534.3055217646
1990,217111.06512156836
1991,230454.8580445339
1992,206541.817954773
1993,164748.61547886915
1994,235658.93298016794
1995,183332.06256320138
1996,261831.2597176703
1997,325291.6407442421
1998,332410.6376583013
1999,267972.9954326582
2000,322852.8406272051
2001,254629.790836103
2002,232598.70402660238
2003,272747.55220281903
2004,262386.7746706787
2005,205282.15702729652
2006,228664.29282407844
2007,239269.40493633982
